bougara	Ouled Slama Fouaga	Africa	36.5483	3.1101
bouinan	Chebli	Africa	36.5772	3.0092
boumerdas	Thenia	Africa	36.7254	3.5566
brikama	Djalabango	Africa	13.2806	-16.6786
brikama	Gunjur	Africa	13.2019	-16.7339
brikama	Kaimbujae NDing	Africa	13.2850	-16.6214
brikama	Sifoe	Africa	13.1836	-16.6975
brufut	Bijilo	Africa	13.4181	-16.7300
brufut	Tanji	Africa	13.3489	-16.7908
brufut	Tujering	Africa	13.3189	-16.7855
budaka	Butaleja	Africa	0.9119	33.9511
bugembe	Kakira	Africa	0.5083	33.2878
bujumbura	Kanyosha	Africa	-3.4148	29.4082
bukoba	Katerero	Africa	-1.4000	31.7333
bunamwaya	Kajansi	Africa	0.2155	32.5345
burj-al-'arab-al-jadidah	Burj al ‘Arab	Africa	30.9032	29.5528
busogo	Kora	Africa	-1.6101	29.4450
busogo	Mukamira	Africa	-1.6111	29.4969
busogo	Mukingo	Africa	-1.5394	29.5558
busumbala	Banjul NDing	Africa	13.3733	-16.6572
busumbala	Jambanjali	Africa	13.2803	-16.7294
busumbala	Old Yundum	Africa	13.3625	-16.6861
busumbala	Sanyang	Africa	13.2667	-16.7606
busumbala	Sinchu Alagi	Africa	13.3749	-16.6784
busumbala	Sinchu Sorry	Africa	13.3875	-16.6855
busumbala	Yundum	Africa	13.3456	-16.6728
buyale	Kiryandongo Refugee Camp	Africa	1.9399	32.1660
buyo	Gbily	Africa	6.2296	-6.9693
buyo	Gribouo	Africa	6.1951	-6.9132
buyo	Lobozoa	Africa	6.2182	-6.9555
buyo	Mayakoffikro	Africa	6.2750	-6.9962
buyo	Tchétaly	Africa	6.1792	-7.0712
cairo	Būlāq Abū al ‘Ilā	Africa	30.0604	31.2315
cairo	Giza	Africa	30.0094	31.2086
cairo	Madīnat an Naşr	Africa	30.0667	31.3000
camama	Vila Flor	Africa	-8.9801	13.3078
camayenne	Dixinn	Africa	9.5511	-13.6731
cape-town	Athlone	Africa	-33.9672	18.5021
cape-town	Lansdowne	Africa	-33.9873	18.4975
cape-town	Rondebosch	Africa	-33.9633	18.4764
cape-town	Rosebank	Africa	-33.9556	18.4742
catabola	Chissamba	Africa	-12.1667	17.3333
catumbela	Praia Bebe	Africa	-12.4096	13.5035
caxito	Mabubas	Africa	-8.5243	13.6862
cela	Quissecula	Africa	-11.3922	15.0920
cela	Waku Kungo	Africa	-11.3567	15.1172
cendajuru	Cankuzo	Africa	-3.2186	30.5528
centurion	Midstream	Africa	-25.9185	28.1988
ceres	Prince Alfred Hamlet	Africa	-33.3039	19.3247
ceres	eNduli	Africa	-33.3564	19.3410
chongwe	Chalimbana	Africa	-15.3855	28.7008
ciro	Worabe	Africa	7.8526	38.1853
constantine	Hamma Bouziane	Africa	36.4121	6.5960
cyangugu	Bushenge	Africa	-2.4421	28.9824
cyato	Rangiro	Africa	-2.4045	29.1606
dabou	Lopou	Africa	5.4218	-4.4697
dahmani	El Ksour	Africa	35.8961	8.8849
dakar	Le Plateau	Africa	14.6622	-17.4397
dakar	Mermoz Boabab	Africa	14.7065	-17.4758
dakhla	El Aargub	Africa	23.6088	-15.8673
daloa	Zépréguhé	Africa	6.9062	-6.3704
daoukro	Assaie-kouassikro	Africa	6.9651	-3.9034
daoukro	Kregbé	Africa	6.9725	-3.9842
dar-es-salaam	Magomeni	Africa	-6.8000	39.2500
dara	Ndibène Dahra	Africa	15.3338	-15.4766
diamniadio	Sébikhotane	Africa	14.7452	-17.1378
diaoube	Kounkané	Africa	12.9333	-14.0833
diawala	Djélisso	Africa	10.1949	-5.3910
diegonefla	Scierie	Africa	6.3278	-5.5223
diegonefla	Tiégba	Africa	6.2328	-5.6531
diegonefla	Tonla	Africa	6.3540	-5.6440
dikirnis	Minyat an Naşr	Africa	31.1262	31.6431
diourbel	Tiébo	Africa	14.6333	-16.2333
dishna	Al Waqf	Africa	26.0866	32.4226
disuq	Ar Raḩmānīyah	Africa	31.1048	30.6413
divo	Datta	Africa	5.9363	-5.3247
djamaa	Sidi Amrane	Africa	33.4988	6.0080
djemmal	Beni Hassane	Africa	35.5672	10.8087
djemmal	Menzel Ennour	Africa	35.6687	10.7808
djemmal	Menzel Kamel	Africa	35.6248	10.6673
djemmal	Touza	Africa	35.6354	10.8273
djemmal	Zaouiet Kountech	Africa	35.6333	10.7667
djemmal	Zeramedine	Africa	35.5752	10.7346
djibouti	Balbala	Africa	11.5619	43.1067
djibouti	Damêrdjôg	Africa	11.4856	43.1872
dodoma	Kisasa	Africa	-6.1753	35.7927
dogbo	Toviklin	Africa	6.8894	1.8372
douala	Bonabéri	Africa	4.0714	9.6818
douz	El Golaa	Africa	33.4849	9.0068
draa-ben-khedda	Tadmaït	Africa	36.7441	3.9005
duekoue	Bahé-Blaon	Africa	6.6707	-7.3426
duekoue	Baoubli	Africa	6.8057	-7.3993
duekoue	Blodi	Africa	6.7940	-7.2972
duekoue	Fengolo	Africa	6.7863	-7.3934
duekoue	Guitrozon	Africa	6.7501	-7.3714
duekoue	Toazéo	Africa	6.7994	-7.3299
dumila	Magole	Africa	-6.3770	37.3737
dundee-(za)	Glencoe	Africa	-28.1783	30.1470
dwarsloop	Buyisonto	Africa	-24.7901	31.1303
dwarsloop	Maboke	Africa	-24.7254	31.0183
dwarsloop	Madyembeni	Africa	-24.7697	31.0282
dwarsloop	Mafemani	Africa	-24.7886	31.0794
dwarsloop	Maviljan A	Africa	-24.8482	31.0883
dwarsloop	Orinoco A	Africa	-24.7626	31.0652
dwarsloop	Shatale	Africa	-24.7957	31.0471
dwarsloop	Thabakgolo	Africa	-24.8005	31.0319
dwarsloop	Thulamahashi	Africa	-24.7246	31.1994
edenvale	Alexandra	Africa	-26.1053	28.0988
edenvale	Eden Glen	Africa	-26.1323	28.1686
edenvale	Eden Glen Ext 60	Africa	-26.1259	28.1650
edfu	Ar Radīsīyah Qiblī	Africa	24.9065	32.8856
ekangala	Rethabiseng	Africa	-25.7229	28.7169
ekpe	Semi	Africa	6.3667	2.6167
el-attaf	El Abadia	Africa	36.2695	1.6861
el-hed	Feraoun	Africa	36.5604	4.8545
el-jadida	Moulay Abdallah	Africa	33.1966	-8.5881
el-jadida	Oulad El Rhadabne	Africa	33.1752	-8.6059
el-kseur	Amizour	Africa	36.6402	4.9013
el-mgarsa	Midoun	Africa	33.8081	10.9923
el-mourouj	Ben Arous	Africa	36.7545	10.2217
el-mourouj	Boumhel El Bassatine	Africa	36.7251	10.2350
el-mourouj	Fouchana	Africa	36.7005	10.1685
el-mourouj	Khledia	Africa	36.6461	10.1934
el-mourouj	La Mohammedia	Africa	36.6745	10.1563
embalenhle	Evander	Africa	-26.4706	29.1097
epe	Ejirin	Africa	6.6142	3.9002
ettadhamen	Den Den	Africa	36.8075	10.1106
ettadhamen	Douar Hicher	Africa	36.8266	10.0897
ettadhamen	Le Bardo	Africa	36.8106	10.1348
ettadhamen	Manouba	Africa	36.8101	10.0956
ettadhamen	Mnihla	Africa	36.8477	10.1108
evaton	Orange Farm	Africa	-26.4833	27.8667
evaton	Poortje	Africa	-26.4595	27.7673
faraskur	Ar-Rawḍah	Africa	31.3234	31.7612
faraskur	Kafr Sa‘d	Africa	31.3557	31.6848
farshut	Abū Ţisht	Africa	26.1204	32.0954
fatick	Poukham Un	Africa	14.3575	-16.4123
feriana	Thelepte	Africa	34.9778	8.5926
ferkessedougou	Lasologo	Africa	9.5861	-5.1009
ferkessedougou	Sodesucre Village	Africa	9.5065	-5.2779
fes	Fès al Bali	Africa	34.0701	-4.9547
fes	New Fes	Africa	34.0547	-5.0072
fes	Oulad Tayeb	Africa	33.9463	-4.9951
fes	Ras el Ma	Africa	33.9740	-5.0961
fnidek	Ceuta	Africa	35.8892	-5.3204
fnidek	Principe	Africa	35.8792	-5.3469
fort-portal	Buhesi	Africa	0.5810	30.2101
freetown	Goderich	Africa	8.4276	-13.2860
fria	Kimbo	Africa	10.4000	-13.5500
fundong	Mme-Bafumen	Africa	6.3333	10.2333
fundong	Njinikom	Africa	6.2333	10.2833
gabes	Chenini Nahal	Africa	33.8722	10.0552
gabes	Teboulbou	Africa	33.8455	10.1142
gaborone	Tlokweng	Africa	-24.6686	25.9711
gafsa	El Ksar	Africa	34.3992	8.8040
gamboru	Ngala	Africa	12.3405	14.1867
gbapleu	Dafrahinou Darinsala	Africa	6.4324	-7.0885
gbapleu	Kranzadougou	Africa	6.4850	-7.2010
gbawe	Awoshi	Africa	5.5838	-0.2779
gbawe	Mandela	Africa	5.5522	-0.3391
gboko	Yandev	Africa	7.3631	9.0424
germiston	Alberton	Africa	-26.2679	28.1223
gharyan	Abū Zayyān	Africa	32.0997	12.9786
gharyan	Al Qawāsim	Africa	32.1842	13.0604
gihombo	Kirimbi	Africa	-2.2647	29.1964
gihombo	Mahembe	Africa	-2.2386	29.2929
githunguri	Githiga A	Africa	-1.0869	36.7341
gligbeuadji	Goh	Africa	5.2323	-6.6363
gligbeuadji	Saph	Africa	5.1329	-6.7269
godome	Hévié	Africa	6.4167	2.2500
goma	Gisenyi	Africa	-1.7028	29.2564
gombe	Kafarati	Africa	10.3830	11.0957
goya-(ci)	Lokossou	Africa	6.6012	-7.3786
goya-(ci)	Yaoudé	Africa	6.5588	-7.4461
grand-lahou	Groguida	Africa	5.1325	-5.0855
grand-zattry	Bagoliéoua	Africa	6.1679	-6.5332
grand-zattry	Zougouzoa	Africa	6.2121	-6.5918
gremda	Dar el Haj Taïeb	Africa	34.7844	10.7439
grombalia	Beni Khalled	Africa	36.6504	10.5900
grombalia	Bou Arkoub	Africa	36.5385	10.5509
grombalia	Zaouiat Djedidi	Africa	36.6437	10.5743
guelma	Boumahra Ahmed	Africa	36.4583	7.5139
guelma	Héliopolis	Africa	36.5036	7.4428
guepaouo	Donsohouo	Africa	6.4498	-5.6963
guepaouo	Huafla	Africa	6.5637	-5.7997
guepaouo	Nagadoukou	Africa	6.4258	-5.7813
guepaouo	Sakaouo	Africa	6.4638	-5.6908
guepaouo	Sané-Gazé	Africa	6.4586	-5.8016
guiglo	Domobly	Africa	6.5321	-7.5741
had-soualem	Sidi Rahal	Africa	33.4774	-7.9364
hadero	Bombe	Africa	7.1380	37.5819
hadjout	Tipasa	Africa	36.5897	2.4489
halwan	Al Badrashayn	Africa	29.8500	31.2667
hammam-lif	Borj Cedria	Africa	36.6970	10.3865
hammam-lif	Ez Zahra	Africa	36.7461	10.3083
hammam-lif	La Sebala du Mornag	Africa	36.6793	10.2919
hammanskraal	Carousel View	Africa	-25.3226	28.2896
handeni	Chanika	Africa	-5.4167	38.0167
harare	Mount Hampden	Africa	-17.7417	30.9389
hennaya	Beni Mester	Africa	34.8704	-1.4232
hihya	Al Ibrāhīmīyah	Africa	30.7188	31.5630
hire	Gogobro	Africa	6.1553	-5.3209
hire	Kagbé	Africa	6.1660	-5.3496
hire	Léléblé	Africa	6.2331	-5.2234
hoima	Buhimba	Africa	1.3472	31.3081
homa-bay	Awendo	Africa	-0.5000	34.4000
homa-bay	Rodi	Africa	-0.6246	34.5030
houmt-souk	Erriadh	Africa	33.8206	10.8539
humansdorp	Kruisfontein	Africa	-34.0033	24.7314
idah	Agenebode	Africa	7.1051	6.6938
ihiala	Uruobo-Okija	Africa	5.9002	6.8431
ikire	Apomu	Africa	7.3516	4.1833
imzouren	Bni Bouayach	Africa	35.1051	-3.8403
injibara	Ādīs K’idamē	Africa	11.0833	36.8833
ise-ekiti	Emure-Ekiti	Africa	7.4364	5.4592
ishaka	Kyamahungu	Africa	-0.4514	30.1133
issia	Namane	Africa	6.4218	-6.6820
ivato	Ambohidratrimo	Africa	-18.8180	47.4338
iwo	Olupona	Africa	7.6004	4.1926
jomvu	Mazeras	Africa	-3.9643	39.5498
kafr-ad-dawwar	‘Izbat ‘Alī as Sayyid	Africa	31.1567	30.1477
kahin	Blaguiéhi	Africa	6.9580	-7.6650
kahin	Koulouan	Africa	6.9531	-7.6989
kahin	Tié-Iné	Africa	6.9014	-7.5979
kakiri	Kiziba	Africa	0.5139	32.3506
kalaa-srira	Ezzouhour	Africa	35.7901	10.5826
kalaban-koro	Kabala	Africa	12.5255	-8.0393
kaolack	Kahone	Africa	14.1584	-16.0357
kaolack	Sibassor	Africa	14.1865	-16.1595
kapenguria	Makutano	Africa	1.2588	35.0957
kariega	Khaya Mnandi	Africa	-33.8263	25.4538
karuri	Kawaida	Africa	-1.1464	36.7598
karuri-(ke)	Kagio	Africa	-0.6248	37.2555
karuri-(ke)	Maragua	Africa	-0.7960	37.1329
karuri-(ke)	Murang’a	Africa	-0.7210	37.1526
karuri-(ke)	Sagana	Africa	-0.6681	37.2088
kasaali	Kalisizo	Africa	-0.5364	31.6214
kasaali	Kyotera	Africa	-0.6156	31.5175
kasese	Kilembe	Africa	0.1983	30.0130
katabi	Entebbe	Africa	0.0562	32.4795
katima-mulilo	Sesheke	Africa	-17.4759	24.2968
katiola	Fronan	Africa	8.2149	-5.1255
katoro	Buseresere	Africa	-3.0488	31.8854
katumba	Kiwira	Africa	-9.1731	33.5415
katumba	Tukuyu	Africa	-9.2500	33.6500
kelaa-kebira	Akouda	Africa	35.8691	10.5653
kelaa-kebira	Port el Kantaoui	Africa	35.8924	10.5943
kelaa-kebira	Sidi Bou Ali	Africa	35.9567	10.4731
kelibia	Hammam el Rhezez	Africa	36.8748	11.1084
kelibia	Zaouiet Azmour	Africa	36.9244	11.0078
kenema	Hangha	Africa	7.9397	-11.1413
kericho	Brooke	Africa	-0.3341	35.3254
kerugoya	Kutus	Africa	-0.5753	37.3269
khemis-el-khechna	Arbatache	Africa	36.6377	3.3713
khemis-el-khechna	Ouled Haddaj	Africa	36.7146	3.3422
khemis-el-khechna	Ouled Moussa	Africa	36.6839	3.3666
khemis-miliana	Miliana	Africa	36.3055	2.2248
khouribga	Sidi Bou Lanouar	Africa	32.8600	-6.8800
kiambu	Tinganga	Africa	-1.1303	36.8136
kibuye	Gitesi	Africa	-2.1139	29.4022
kibuye	Mabanza	Africa	-2.0524	29.4092
kidatu	Ruaha	Africa	-7.6569	36.9830
kigoma	Mwandiga	Africa	-4.8300	29.6581
kikolo	Cacuaco	Africa	-8.7798	13.3748
kilifi	Takaungu	Africa	-3.6835	39.8569
kimilili	Kapsokwony	Africa	0.8522	34.7019
kira	Bweyogerere	Africa	0.3577	32.6633
kira	Kasangati	Africa	0.4380	32.6025
kira	Kireka	Africa	0.3475	32.6492
kirambo	Macuba	Africa	-2.2933	29.1877
kisii	Nyambunwa	Africa	-0.6778	34.7072
kisii	Thomas Magena home	Africa	-0.7702	34.7508
kitengela	Athi River	Africa	-1.4563	36.9783
kobo	Robit	Africa	9.9946	39.8969
koidu	Motema	Africa	8.6143	-11.0125
kokologo	Goulouré	Africa	12.2348	-1.9339
kokologo	Pitmoaga	Africa	12.2456	-1.8815
kolaboui	Sanguéya	Africa	10.7000	-14.3667
kolea	Zeralda	Africa	36.7117	2.8424
konefla	Bounafla	Africa	6.7220	-5.5181
konefla	Dianambroufla	Africa	6.6582	-5.6232
konefla	Koumoudji	Africa	6.6445	-5.6374
konefla	Manoufla	Africa	6.6195	-5.6271
korba-(tn)	Es Somaa	Africa	36.5436	10.7806
korba-(tn)	Tazarka	Africa	36.5537	10.8387
korhogo	Waranyéné	Africa	9.4200	-5.6675
koumassi	Marcory	Africa	5.3120	-3.9936
koungheul	Koungneul Sossé	Africa	13.9667	-14.8167
kraaifontein	Fisantekraal	Africa	-33.7854	18.7141
ksour-essaf	El Bahira	Africa	35.3333	11.0000
ksour-essaf	Sidi Alouane	Africa	35.3751	10.9390
kumasi	New Tafo	Africa	6.7190	-1.6119
kwadukuza	Darnall	Africa	-29.2668	31.3575
kyela	Ipinda	Africa	-9.4833	33.9000
l'arbaa-nait-irathen	Tizi Rached	Africa	36.6718	4.1918
la-marsa	Carthage	Africa	36.8611	10.3316
la-marsa	Le Kram	Africa	36.8358	10.3164
la-possession	Le Port	Africa	-20.9375	55.2942
lagos	Makoko	Africa	6.4961	3.3878
lagos	Mushin	Africa	6.5280	3.3541
lagos	Oshodi	Africa	6.5550	3.3436
lagos	Shomolu	Africa	6.5389	3.3742
lagos	Surulere	Africa	6.5015	3.3581
lahraouyine	Tit Mellil	Africa	33.5581	-7.4865
larache	Khemis Sahel	Africa	35.2534	-6.0796
lasoano	El Bahay	Africa	6.3466	45.4781
le-tampon	Entre-Deux	Africa	-21.2333	55.4667
leslie	Lebohang	Africa	-26.3794	28.9211
libenge	Mongoumba	Africa	3.6415	18.5936
limuru	Rironi	Africa	-1.1512	36.6356
lokoja	Icheu	Africa	7.7067	6.7718
lokossa	Athiémé	Africa	6.5808	1.6696
loum	Tombel	Africa	4.7466	9.6705
luanda	Cazenga	Africa	-8.8380	13.2840
luanda	Kilamba	Africa	-8.8486	13.2750
luanda	Kima Kieza	Africa	-8.8341	13.2952
luanda	Mulenvos	Africa	-8.8669	13.3344
luanda	Rangel	Africa	-8.8264	13.2629
luenoufla	Banoufla	Africa	7.1200	-6.3183
luenoufla	Bédiala	Africa	7.1601	-6.3064
luenoufla	Ourouta	Africa	7.1422	-6.3143
lugazi	Buikwe	Africa	0.3375	33.0106
lukwatini	Nhlazatje	Africa	-26.0403	30.7927
lukwatini	Tjakastad	Africa	-25.9890	30.8230
lusaka	Chinkuli	Africa	-15.2997	28.4160
lusaka	Madido	Africa	-15.3545	28.3742
lusaka	Ntandabale	Africa	-15.3896	28.4220
lushoto	Matui	Africa	-4.8000	38.2500
lushoto	Mazinde	Africa	-4.8000	38.2167
lushoto	Mwanga	Africa	-4.8000	38.2000
lushoto	Soni	Africa	-4.8500	38.3667
luxor	Al Bayāḑīyah	Africa	25.6648	32.6354
luxor	Az Zaynīyah Qiblī	Africa	25.7509	32.6776
luxor	Aţ Ţārif	Africa	25.7383	32.6368
mafikeng	Mmabatho	Africa	-25.8500	25.6333
magu	Kihangara	Africa	-2.5833	33.3500
mahdia	Rejiche	Africa	35.4667	11.0385
mahdia	Zouila	Africa	35.5006	11.0606
maianga	Golfe	Africa	-8.8664	13.2617
maianga	Ingombota	Africa	-8.8181	13.2289
makeni	Binkolo	Africa	8.9522	-11.9803
makouda	Boudjima	Africa	36.8022	4.1519
malabo	Rebola	Africa	3.7167	8.8333
mamoudzou	Combani	Africa	-12.8000	45.1667
mamoudzou	Dembeni	Africa	-12.8436	45.1844
mamoudzou	Dzaoudzi	Africa	-12.7834	45.2569
mamoudzou	Kaouéni	Africa	-12.7712	45.2242
mamoudzou	Kavani	Africa	-12.7845	45.2230
mamoudzou	Koungou	Africa	-12.7336	45.2042
mamoudzou	Labattoir	Africa	-12.7770	45.2823
